momentum,dedx_mean,dedx_sigma
0.7055,135.09460188765476,16.793198102450585
0.7185000000000001,135.41356780442945,16.793292459115815
0.7315,135.73283358698237,16.793391327302817
0.7445,136.05233307130501,16.79349377526766
0.7575000000000001,136.37200004495935,16.793598992695845
0.7705000000000001,136.69176827055068,16.793706285159352
0.7835000000000001,137.01157150922447,16.793815068579125
0.7965,137.33134354411652,16.79392486370271
0.8095000000000001,137.65101820379385,16.79403529060669
0.8225,137.97052938563812,16.79414606323417
0.8355000000000001,138.28981107917772,16.79425698397615
0.8485,138.6087973893672,16.794367938305772
0.8615,138.92742255977808,16.794478889474746
0.8745,139.24562099570386,16.794589873279214
0.8875000000000001,139.56332728716396,16.794700992904747
0.9005000000000001,139.88047623180202,16.794812413857017
0.9135,140.1970028576349,16.79492435898607
0.9265000000000001,140.51284244571517,16.795037103611556
0.9395,140.82793055261212,16.795150970755284
0.9525000000000001,141.14220303272984,16.795266326488633
0.9655,141.45559606048982,16.79538357539942
0.9785000000000001,141.76804615229906,16.795503156185642
0.9915,142.079490188373,16.795625537380737
1.0045000000000002,142.3898654342953,16.79575121321604
1.0175,142.69910956244266,16.795880699624835
1.0305,143.00716067311262,16.796014530393016
1.0434999999999999,143.31395731548864,16.796153253460453
1.0565000000000002,143.61943850830357,16.79629742737654
1.0695000000000001,143.9235437603072,16.796447617914357
1.0825,144.22621309041463,16.796604394845843
1.0955,144.5273870476662,16.796768328881054
1.1085000000000003,144.8270067307904,16.796939988774902
1.1215000000000002,145.1250138076071,16.797119938602545
1.1345,145.42135053401873,16.797308735205963
1.1475,145.71595977281189,16.797506925813643
1.1605,146.00878501199801,16.797715045834142
1.1735000000000002,146.2997703829789,16.79793361682502
1.1865,146.58886067827126,16.798163144638085
1.1995,146.87600136897262,16.798404117740528
1.2125,147.1611386217935,16.798657005713853
1.2255000000000003,147.44421931582767,16.79892225792845
1.2385000000000002,147.72519105888102,16.79920030239558
1.2515,148.00400220349198,16.799491544794417
1.2645,148.28060186253043,16.799796367674848
1.2775000000000003,148.55493992444195,16.80011512983391
1.2905000000000002,148.82696706809926,16.800448165864598
1.3035,149.09663477725593,16.800795785876637
1.3165,149.3638953545858,16.80115827538639
1.3295,149.62870193534343,16.80153589537352
1.3425000000000002,149.89100850061024,16.801928882504335
1.3555000000000001,150.1507698900779,16.802337449517005
1.3685,150.40794181450002,16.802761785767757
1.3815,150.6624808676251,16.803202057934634
1.3945000000000003,150.9143445377444,16.803658410876174
1.4075000000000002,151.16349121884278,16.80413096864193
1.4205,151.40988022122218,16.80461983563127
1.4335,151.65347178178067,16.8051250978979
1.4465000000000001,151.89422707376818,16.80564682459564
1.4595000000000002,152.13210821615024,16.80618506956268
1.4725000000000001,152.36707828250516,16.806739873039884
1.4855,152.59910130946776,16.807311263519786
1.4985000000000002,152.82814230471607,16.807899259722195
1.5115000000000003,153.05416725449876,16.808503872691677
1.5245000000000002,153.27714313075455,16.80912510801401
1.5375,153.497037897681,16.809762968145947
1.5505,153.71382051794706,16.810417454855035
1.5635000000000001,153.92746095837038,16.811088571764202
1.5765000000000002,154.13793019517232,16.811776326997215
1.5895000000000001,154.3452002187772,16.81248073592007
1.6025,154.5492440381068,16.81320182397362
1.6155000000000002,154.75003568448437,16.81393962959329
1.6285000000000003,154.94755021503138,16.814694207209964
1.6415000000000002,155.1417637156043,16.8154656303286
1.6545,155.33265330332728,16.816253994678586
1.6675,155.52019712858768,16.81705942143128
1.6805,155.7043743766781,16.817882060480127
1.6935000000000002,155.88516526888608,16.81872209377765
1.7065000000000001,156.06255106321782,16.81957973872487
1.7195,156.236514054623,16.82045525160749
1.7325000000000002,156.40703757480597,16.821348931074382
1.7455000000000003,156.57410599158302,16.822261121652307
1.7585000000000002,156.73770470779712,16.82319221729292
1.7715,156.89782015982215,16.82414266494509
1.7845,157.0544398156076,16.82511296814937
1.7975,157.20755217232292,16.826103690647077
1.8105000000000002,157.3571467535491,16.827115460000645
1.8235000000000001,157.50321410610277,16.828148971218415
1.8365,157.64574579639208,16.829204990379253
1.8495000000000001,157.78473440638447,16.830284358251287
1.8625000000000003,157.92017352919842,16.831387993899266
1.8755000000000002,158.0520577642605,16.832516898275106
1.8885,158.18038271207013,16.83367215778614
1.9015000000000002,158.30514496861406,16.834854947835556
1.9145000000000003,158.4263421193551,16.836066536328687
1.9275000000000002,158.54397273287236,16.837308287140914
1.9405000000000001,158.6580363541244,16.838581663540275
1.9535,158.76853349735623,16.839888231559325
1.9665000000000001,158.8754656386248,16.841229663311182
1.9795000000000003,158.97883520800227,16.842607740243047
1.9925000000000002,159.07864558142728,16.844024356321935
2.0055,159.1749010722155,16.84548152114705
2.0185000000000004,159.26760692224698,16.846981362981616
2.0315000000000003,159.356769292813,16.848526131700275
2.0445,159.44239525517725,16.85011820164439
2.0575,159.52449278080323,16.851760074380085
2.0705,159.60307073129843,16.853454381352908
2.0835,159.67813884805258,16.8552038864333
2.0965000000000003,159.7497077416079,16.8570114883463
2.1095,159.81778888073612,16.85888022298051
2.1225,159.8823945812451,16.860813265568957
2.1355000000000004,159.9435379945499,16.86281393273686
2.1485000000000003,160.00123309595764,16.864885684409913
2.1615,160.05549467272874,16.86703212557692
2.1745,160.10633831189762,16.869257007901155
2.1875,160.15378038786244,16.871564231174318
2.2005000000000003,160.19783804976166,16.873957844606522
2.2135000000000002,160.23852920862169,16.876442047947588
2.2265,160.2758725243267,16.879021192433115
2.2395,160.30988739237324,16.8816997815491
2.2525000000000004,160.3405939304529,16.884482471610575
2.2655000000000003,160.36801296485223,16.88737407214725
2.2785,160.39216601667704,16.890379546092095
2.2915,160.4130752879306,16.893504009765685
2.3045,160.4307636474313,16.896752732652814
2.3175000000000003,160.4452546165863,16.90013113696467
2.3305000000000002,160.45657235504046,16.90364479698294
2.3435,160.46474164619218,16.907299438179187
2.3565,160.469787882587,16.911100936106752
2.3695000000000004,160.4717370512102,16.915055315059675
2.3825000000000003,160.47061571869196,16.919168746494012
2.3955,160.46645101638438,16.923447547208234
2.4085,160.45927062540449,16.927898177279022
2.4215,160.44910276155153,16.93252723774818
2.4345,160.43597616020634,16.937341468057596
2.4475000000000002,160.41992006113006,16.942347743230187
2.4605,160.4009641932505,16.947553070793198
2.4735,160.3791387593743,16.952964587441738
2.4865,160.35447442090143,16.95858955544157
