momentum,truth_count,predicted_count,correct_count,efficiency,purity
0.40650000000000003,1850,356,324,0.17513513513513512,0.9101123595505618
0.41950000000000004,1949,772,706,0.36223704463827605,0.9145077720207254
0.43250000000000005,1980,759,708,0.3575757575757576,0.932806324110672
0.4455,1953,764,712,0.3645673323092678,0.9319371727748691
0.4585,2009,806,756,0.37630662020905925,0.9379652605459057
0.47150000000000003,1973,785,721,0.36543335022807905,0.9184713375796179
0.48450000000000004,2084,814,766,0.3675623800383877,0.941031941031941
0.49750000000000005,2184,934,859,0.3933150183150183,0.9197002141327623
0.5105,2142,867,808,0.3772175536881419,0.9319492502883506
0.5235000000000001,2175,860,805,0.3701149425287356,0.936046511627907
0.5365,2062,801,741,0.35935984481086325,0.9250936329588015
0.5495000000000001,2064,789,739,0.35804263565891475,0.9366286438529785
0.5625,2086,838,790,0.37871524448705657,0.9427207637231504
0.5755000000000001,2084,726,703,0.3373320537428023,0.9683195592286501
0.5885,2035,718,681,0.33464373464373465,0.9484679665738162
0.6015,2045,710,680,0.33251833740831294,0.9577464788732394
0.6145,1942,686,645,0.3321318228630278,0.9402332361516035
0.6275,1940,670,628,0.3237113402061856,0.9373134328358209
0.6405000000000001,1865,589,540,0.289544235924933,0.9168081494057725
0.6535,1823,575,521,0.28579264947888094,0.9060869565217391
0.6665000000000001,1921,625,544,0.2831858407079646,0.8704
0.6795,1818,611,520,0.28602860286028603,0.851063829787234
0.6925000000000001,1776,613,501,0.28209459459459457,0.8172920065252854
0.7055,1721,602,444,0.2579895409645555,0.7375415282392026
0.7185000000000001,1708,624,450,0.26346604215456676,0.7211538461538461
0.7315,1701,692,438,0.25749559082892415,0.6329479768786127
0.7445,1561,657,375,0.24023062139654067,0.5707762557077626
0.7575000000000001,1488,641,324,0.21774193548387097,0.5054602184087363
0.7705000000000001,1520,777,375,0.24671052631578946,0.4826254826254826
0.7835000000000001,1440,755,317,0.22013888888888888,0.4198675496688742
0.7965,1413,781,277,0.19603680113234254,0.3546734955185659
0.8095000000000001,1451,910,297,0.20468642315644384,0.3263736263736264
0.8225,1313,866,248,0.18888042650418888,0.2863741339491917
0.8355000000000001,1292,848,230,0.1780185758513932,0.27122641509433965
0.8485,1253,880,215,0.17158818834796488,0.24431818181818182
0.8615,1203,846,182,0.1512884455527847,0.21513002364066194
0.8745,1190,875,207,0.17394957983193277,0.23657142857142857
0.8875000000000001,1158,834,156,0.13471502590673576,0.18705035971223022
0.9005000000000001,1097,808,155,0.14129443938012762,0.19183168316831684
0.9135,1061,786,134,0.12629594721960416,0.17048346055979643
0.9265000000000001,1102,788,130,0.11796733212341198,0.1649746192893401
0.9395,964,641,107,0.11099585062240663,0.1669266770670827
0.9525000000000001,927,619,82,0.08845738942826321,0.13247172859450726
0.9655,925,562,78,0.08432432432432432,0.1387900355871886
0.9785000000000001,874,526,74,0.08466819221967964,0.14068441064638784
0.9915,889,506,76,0.08548931383577053,0.15019762845849802
1.0045000000000002,881,392,65,0.07377979568671963,0.16581632653061223
1.0175,808,332,47,0.05816831683168317,0.14156626506024098
1.0305,812,301,30,0.03694581280788178,0.09966777408637874
1.0434999999999999,727,214,25,0.0343878954607978,0.11682242990654206
1.0565000000000002,804,207,29,0.036069651741293535,0.14009661835748793
1.0695000000000001,700,102,13,0.018571428571428572,0.12745098039215685
1.0825,705,104,17,0.024113475177304965,0.16346153846153846
1.0955,698,41,4,0.0057306590257879654,0.0975609756097561
1.1085000000000003,680,20,3,0.004411764705882353,0.15
1.1215000000000002,624,17,1,0.0016025641025641025,0.058823529411764705
1.1345,594,49,4,0.006734006734006734,0.08163265306122448
1.1475,577,74,10,0.01733102253032929,0.13513513513513514
1.1605,556,104,8,0.014388489208633094,0.07692307692307693
1.1735000000000002,530,106,11,0.020754716981132074,0.10377358490566038
1.1865,515,124,18,0.03495145631067961,0.14516129032258066
1.1995,502,135,22,0.043824701195219126,0.16296296296296298
1.2125,491,153,25,0.05091649694501019,0.16339869281045752
1.2255000000000003,465,157,24,0.05161290322580645,0.15286624203821655
1.2385000000000002,482,198,40,0.08298755186721991,0.20202020202020202
1.2515,428,197,28,0.06542056074766354,0.14213197969543148
1.2645,437,199,31,0.07093821510297482,0.15577889447236182
1.2775000000000003,426,198,23,0.0539906103286385,0.11616161616161616
1.2905000000000002,407,238,28,0.0687960687960688,0.11764705882352941
1.3035,406,238,37,0.09113300492610837,0.15546218487394958
1.3165,376,206,38,0.10106382978723404,0.18446601941747573
1.3295,372,214,29,0.07795698924731183,0.13551401869158877
1.3425000000000002,330,235,29,0.08787878787878788,0.12340425531914893
1.3555000000000001,352,224,30,0.08522727272727272,0.13392857142857142
1.3685,351,246,43,0.1225071225071225,0.17479674796747968
1.3815,343,260,53,0.15451895043731778,0.20384615384615384
1.3945000000000003,318,252,34,0.1069182389937107,0.1349206349206349
1.4075000000000002,270,214,43,0.15925925925925927,0.20093457943925233
1.4205,290,217,42,0.14482758620689656,0.1935483870967742
1.4335,263,222,42,0.1596958174904943,0.1891891891891892
1.4465000000000001,266,218,41,0.15413533834586465,0.18807339449541285
1.4595000000000002,273,238,49,0.1794871794871795,0.20588235294117646
1.4725000000000001,251,221,48,0.19123505976095617,0.2171945701357466
1.4855,229,218,51,0.22270742358078602,0.23394495412844038
1.4985000000000002,270,228,61,0.22592592592592592,0.2675438596491228
1.5115000000000003,227,212,46,0.2026431718061674,0.2169811320754717
1.5245000000000002,212,188,33,0.15566037735849056,0.17553191489361702
1.5375,224,190,56,0.25,0.29473684210526313
