momentum_bin_lower,momentum_bin_upper,momentum_center,count,total_count,probability
0.4,0.41300000000000003,0.40650000000000003,1850,41134,0.044974959887197935
0.41300000000000003,0.42600000000000005,0.41950000000000004,1949,42036,0.04636502045865449
0.42600000000000005,0.43900000000000006,0.43250000000000005,1980,43012,0.04603366502371431
0.43900000000000006,0.452,0.4455,1953,43197,0.04521147301895965
0.452,0.465,0.4585,2009,43630,0.046046298418519364
0.465,0.47800000000000004,0.47150000000000003,1973,42957,0.04592965058081337
0.47800000000000004,0.49100000000000005,0.48450000000000004,2084,43105,0.04834705950585779
0.49100000000000005,0.504,0.49750000000000005,2184,43081,0.05069520206123349
0.504,0.517,0.5105,2142,42031,0.050962384906378624
0.517,0.53,0.5235000000000001,2175,41451,0.05247159296518781
0.53,0.543,0.5365,2062,40516,0.0508934741830388
0.543,0.556,0.5495000000000001,2064,38973,0.052959741359402665
0.556,0.5690000000000001,0.5625,2086,38275,0.05450032658393207
0.5690000000000001,0.5820000000000001,0.5755000000000001,2084,37300,0.05587131367292225
0.5820000000000001,0.595,0.5885,2035,35356,0.05755741599728476
0.595,0.6080000000000001,0.6015,2045,34694,0.05894390960973079
0.6080000000000001,0.621,0.6145,1942,32976,0.05889131489568171
0.621,0.634,0.6275,1940,31965,0.06069138119818551
0.634,0.647,0.6405000000000001,1865,30480,0.06118766404199475
0.647,0.66,0.6535,1823,29593,0.061602405974385835
0.66,0.673,0.6665000000000001,1921,28478,0.06745557974576866
0.673,0.686,0.6795,1818,27094,0.0670997268767993
0.686,0.6990000000000001,0.6925000000000001,1776,25736,0.06900839291265154
0.6990000000000001,0.7120000000000001,0.7055,1721,25298,0.06802909320894933
0.7120000000000001,0.7250000000000001,0.7185000000000001,1708,24289,0.070319897896167
0.7250000000000001,0.738,0.7315,1701,22900,0.07427947598253275
0.738,0.7510000000000001,0.7445,1561,21853,0.07143184002196495
0.7510000000000001,0.764,0.7575000000000001,1488,20911,0.07115872029075607
0.764,0.7770000000000001,0.7705000000000001,1520,19985,0.07605704278208657
0.7770000000000001,0.79,0.7835000000000001,1440,19163,0.07514481031153786
0.79,0.803,0.7965,1413,18568,0.07609866436880655
0.803,0.8160000000000001,0.8095000000000001,1451,17663,0.08214912529015456
0.8160000000000001,0.8290000000000001,0.8225,1313,16896,0.07771070075757576
0.8290000000000001,0.8420000000000001,0.8355000000000001,1292,16130,0.0800991940483571
0.8420000000000001,0.855,0.8485,1253,15348,0.08163930153765964
0.855,0.8680000000000001,0.8615,1203,14842,0.08105376633876836
0.8680000000000001,0.881,0.8745,1190,13944,0.0853413654618474
0.881,0.8940000000000001,0.8875000000000001,1158,13448,0.08610945865556216
0.8940000000000001,0.907,0.9005000000000001,1097,12780,0.08583724569640062
0.907,0.92,0.9135,1061,12318,0.08613411268062997
0.92,0.933,0.9265000000000001,1102,11943,0.0922716235451729
0.933,0.9460000000000001,0.9395,964,11292,0.08537017357421182
0.9460000000000001,0.9590000000000001,0.9525000000000001,927,10907,0.08499128999724948
0.9590000000000001,0.9720000000000001,0.9655,925,10382,0.08909651319591601
0.9720000000000001,0.9850000000000001,0.9785000000000001,874,9893,0.0883452946527848
0.9850000000000001,0.9980000000000001,0.9915,889,9570,0.0928944618599791
0.9980000000000001,1.0110000000000001,1.0045000000000002,881,9115,0.09665386725178278
1.0110000000000001,1.024,1.0175,808,8695,0.0929269695227142
1.024,1.037,1.0305,812,8367,0.09704792637743516
1.037,1.05,1.0434999999999999,727,7985,0.09104571070757671
1.05,1.0630000000000002,1.0565000000000002,804,7644,0.10518053375196232
1.0630000000000002,1.076,1.0695000000000001,700,7265,0.09635237439779766
1.076,1.089,1.0825,705,7062,0.09983007646559049
1.089,1.102,1.0955,698,6805,0.10257163850110212
1.102,1.1150000000000002,1.1085000000000003,680,6632,0.10253317249698432
1.1150000000000002,1.1280000000000001,1.1215000000000002,624,6035,0.10339685169842584
1.1280000000000001,1.141,1.1345,594,6112,0.09718586387434555
1.141,1.1540000000000001,1.1475,577,5758,0.10020840569642236
1.1540000000000001,1.167,1.1605,556,5341,0.10410035573862572
1.167,1.1800000000000002,1.1735000000000002,530,5276,0.10045489006823351
1.1800000000000002,1.193,1.1865,515,5000,0.103
1.193,1.206,1.1995,502,4838,0.10376188507647788
1.206,1.219,1.2125,491,4612,0.10646140503035559
1.219,1.2320000000000002,1.2255000000000003,465,4412,0.10539437896645512
1.2320000000000002,1.245,1.2385000000000002,482,4305,0.11196283391405343
1.245,1.258,1.2515,428,4120,0.10388349514563107
1.258,1.2710000000000001,1.2645,437,3890,0.11233933161953727
1.2710000000000001,1.2840000000000003,1.2775000000000003,426,3681,0.11572942135289324
1.2840000000000003,1.2970000000000002,1.2905000000000002,407,3664,0.11108078602620088
1.2970000000000002,1.31,1.3035,406,3541,0.11465687658853431
1.31,1.323,1.3165,376,3303,0.11383590675143809
1.323,1.336,1.3295,372,3255,0.11428571428571428
1.336,1.3490000000000002,1.3425000000000002,330,3110,0.10610932475884244
1.3490000000000002,1.362,1.3555000000000001,352,2993,0.11760775141997995
1.362,1.375,1.3685,351,2808,0.125
1.375,1.3880000000000001,1.3815,343,2742,0.12509117432531
1.3880000000000001,1.4010000000000002,1.3945000000000003,318,2702,0.11769059955588453
1.4010000000000002,1.4140000000000001,1.4075000000000002,270,2426,0.11129431162407255
1.4140000000000001,1.427,1.4205,290,2419,0.11988424968995452
1.427,1.44,1.4335,263,2313,0.1137051448335495
1.44,1.4530000000000003,1.4465000000000001,266,2235,0.11901565995525727
1.4530000000000003,1.4660000000000002,1.4595000000000002,273,2108,0.12950664136622392
