momentum_bin_lower,momentum_bin_upper,momentum_center,count,total_count,probability
2.103,2.116,2.1095,68,396,0.1717171717171717
2.116,2.129,2.1225,67,393,0.17048346055979643
2.129,2.1420000000000003,2.1355000000000004,58,349,0.166189111747851
2.1420000000000003,2.1550000000000002,2.1485000000000003,45,350,0.12857142857142856
2.1550000000000002,2.168,2.1615,59,372,0.1586021505376344
2.168,2.181,2.1745,57,321,0.17757009345794392
2.181,2.1940000000000004,2.1875,51,339,0.1504424778761062
2.1940000000000004,2.2070000000000003,2.2005000000000003,60,330,0.18181818181818182
2.2070000000000003,2.22,2.2135000000000002,49,292,0.1678082191780822
2.22,2.233,2.2265,59,301,0.19601328903654486
2.233,2.246,2.2395,48,289,0.16608996539792387
2.246,2.2590000000000003,2.2525000000000004,46,293,0.15699658703071673
2.2590000000000003,2.2720000000000002,2.2655000000000003,48,271,0.17712177121771217
2.2720000000000002,2.285,2.2785,42,268,0.15671641791044777
2.285,2.298,2.2915,44,261,0.1685823754789272
2.298,2.3110000000000004,2.3045,58,286,0.20279720279720279
2.3110000000000004,2.3240000000000003,2.3175000000000003,32,248,0.12903225806451613
2.3240000000000003,2.337,2.3305000000000002,39,266,0.14661654135338345
2.337,2.35,2.3435,39,244,0.1598360655737705
2.35,2.363,2.3565,32,220,0.14545454545454545
2.363,2.3760000000000003,2.3695000000000004,27,234,0.11538461538461539
2.3760000000000003,2.3890000000000002,2.3825000000000003,36,208,0.17307692307692307
2.3890000000000002,2.402,2.3955,46,218,0.21100917431192662
2.402,2.415,2.4085,38,222,0.17117117117117117
2.415,2.428,2.4215,37,218,0.16972477064220184
2.428,2.4410000000000003,2.4345,36,216,0.16666666666666666
2.4410000000000003,2.454,2.4475000000000002,31,217,0.14285714285714285
2.454,2.467,2.4605,26,179,0.1452513966480447
2.467,2.48,2.4735,37,186,0.1989247311827957
2.48,2.493,2.4865,32,156,0.20512820512820512
2.493,2.5060000000000002,2.4995000000000003,28,169,0.16568047337278108
2.5060000000000002,2.519,2.5125,26,169,0.15384615384615385
2.519,2.532,2.5255,29,176,0.16477272727272727
2.532,2.545,2.5385,21,156,0.1346153846153846
2.545,2.5580000000000003,2.5515,18,130,0.13846153846153847
2.5580000000000003,2.571,2.5645000000000002,20,144,0.1388888888888889
2.571,2.584,2.5775,24,176,0.13636363636363635
2.584,2.597,2.5905,22,143,0.15384615384615385
2.597,2.6100000000000003,2.6035000000000004,24,136,0.17647058823529413
2.6100000000000003,2.623,2.6165000000000003,25,144,0.1736111111111111
2.623,2.636,2.6295,30,140,0.21428571428571427
2.636,2.649,2.6425,26,117,0.2222222222222222
2.649,2.662,2.6555,25,125,0.2
2.662,2.6750000000000003,2.6685,22,133,0.16541353383458646
2.6750000000000003,2.688,2.6815,14,114,0.12280701754385964
2.688,2.701,2.6945,15,126,0.11904761904761904
2.701,2.714,2.7075,19,114,0.16666666666666666
2.714,2.7270000000000003,2.7205000000000004,15,123,0.12195121951219512
2.7270000000000003,2.74,2.7335000000000003,22,122,0.18032786885245902
2.74,2.753,2.7465,20,116,0.1724137931034483
2.753,2.766,2.7595,14,109,0.12844036697247707
2.766,2.779,2.7725,17,105,0.1619047619047619
2.779,2.7920000000000003,2.7855,17,103,0.1650485436893204
2.7920000000000003,2.805,2.7985,13,116,0.11206896551724138
2.805,2.818,2.8115,19,104,0.18269230769230768
2.818,2.831,2.8245,11,103,0.10679611650485436
2.831,2.8440000000000003,2.8375000000000004,9,79,0.11392405063291139
2.8440000000000003,2.857,2.8505000000000003,7,78,0.08974358974358974
2.857,2.87,2.8635,10,80,0.125
2.87,2.883,2.8765,14,75,0.18666666666666668
2.883,2.8960000000000004,2.8895,15,88,0.17045454545454544
2.8960000000000004,2.9090000000000003,2.9025000000000003,14,75,0.18666666666666668
2.9090000000000003,2.922,2.9155,12,88,0.13636363636363635
2.922,2.935,2.9285,13,73,0.1780821917808219
2.935,2.948,2.9415,14,66,0.21212121212121213
2.948,2.9610000000000003,2.9545000000000003,10,70,0.14285714285714285
2.9610000000000003,2.974,2.9675000000000002,13,69,0.18840579710144928
2.974,2.987,2.9805,9,69,0.13043478260869565
2.987,3.0,2.9935,13,62,0.20967741935483872
