momentum,truth_count,predicted_count,correct_count,efficiency,purity
0.40650000000000003,32211,35135,31699,0.9841048089162088,0.9022057777145297
0.41950000000000004,31844,34886,31463,0.9880354226855923,0.9018804104798487
0.43250000000000005,31915,34982,31718,0.9938273539088203,0.9066948716482762
0.4455,31029,34058,30937,0.997035031744497,0.9083622056491867
0.4585,30771,33708,30696,0.9975626401481915,0.9106443574225703
0.47150000000000003,29716,32394,29579,0.9953896890564006,0.9131011915786874
0.48450000000000004,28971,31431,28769,0.9930275102688896,0.915306544494289
0.49750000000000005,28285,30359,28025,0.9908078486830475,0.923119997364867
0.5105,27511,29164,27270,0.991239867689288,0.9350569194897819
0.5235000000000001,26656,28447,26395,0.9902085834333734,0.9278658558020177
0.5365,26122,27930,25840,0.9892045019523773,0.9251700680272109
0.5495000000000001,24840,26690,24549,0.9882850241545894,0.9197826901461221
0.5625,24274,26069,23997,0.9885886133311362,0.9205186236526142
0.5755000000000001,23802,25592,23528,0.9884883623224939,0.9193497968115036
0.5885,22482,24006,22233,0.9889244729116626,0.9261434641339665
0.6015,22063,23517,21844,0.9900738793455106,0.9288599736360931
0.6145,20971,22236,20762,0.9900338562777169,0.9337110991185466
0.6275,20360,21717,20140,0.9891944990176817,0.9273840769903762
0.6405000000000001,19400,20846,19231,0.9912886597938144,0.9225271035210592
0.6535,18939,20506,18785,0.9918686308675221,0.9160733443870087
0.6665000000000001,18155,19751,17951,0.9887634260534288,0.9088653739051187
0.6795,17334,18862,17180,0.9911157263182185,0.9108259993638003
0.6925000000000001,16495,17989,16309,0.9887238557138527,0.9066095947523487
0.7055,16334,17808,16126,0.9872658258846577,0.9055480682839173
0.7185000000000001,15582,16971,15377,0.9868437941214222,0.9060750692357551
0.7315,14750,16087,14503,0.9832542372881355,0.9015354012556723
0.7445,14211,15430,13936,0.9806487931883752,0.9031756318859365
0.7575000000000001,13615,14819,13340,0.9798016893132574,0.9001956947162426
0.7705000000000001,12921,14022,12581,0.9736862471944896,0.897232919697618
0.7835000000000001,12454,13469,12080,0.9699694877147904,0.8968743039572351
0.7965,12226,13185,11780,0.9635203664321936,0.8934395145999242
0.8095000000000001,11471,12305,10897,0.9499607706390027,0.8855749695245835
0.8225,11152,11884,10547,0.9457496413199427,0.8874957926624032
0.8355000000000001,10594,11236,9971,0.9411931281857655,0.8874154503381987
0.8485,10034,10590,9363,0.933127366952362,0.8841359773371105
0.8615,9664,10258,9026,0.9339817880794702,0.8798986157145643
0.8745,9138,9645,8486,0.9286495950973955,0.87983411093831
0.8875000000000001,8888,9396,8250,0.9282178217821783,0.8780332056194126
0.9005000000000001,8350,8813,7708,0.9231137724550899,0.8746170430046523
0.9135,8091,8497,7451,0.9208997651711779,0.8768977286100976
0.9265000000000001,7801,8230,7142,0.9155236508139982,0.8678007290400972
0.9395,7452,7842,6888,0.9243156199677939,0.8783473603672532
0.9525000000000001,7255,7597,6690,0.9221226740179187,0.8806107674081874
0.9655,6833,7213,6291,0.9206790575150008,0.872175239151532
0.9785000000000001,6505,6869,5999,0.9222136817832437,0.8733440093172223
0.9915,6301,6725,5836,0.926202190128551,0.8678066914498141
1.0045000000000002,5979,6528,5650,0.9449740759324302,0.8655024509803921
1.0175,5733,6229,5390,0.9401709401709402,0.8653074329747953
1.0305,5551,6074,5214,0.9392902179787426,0.8584129074744814
1.0434999999999999,5345,5865,5085,0.9513564078578111,0.8670076726342711
1.0565000000000002,5041,5569,4736,0.9394961317198969,0.8504219788112767
1.0695000000000001,4805,5281,4566,0.9502601456815817,0.8646089755728081
1.0825,4658,5172,4438,0.952769428939459,0.8580819798917246
1.0955,4539,5133,4383,0.9656311962987442,0.8538866160140269
1.1085000000000003,4361,4948,4220,0.9676679660628297,0.8528698464025869
1.1215000000000002,4007,4491,3816,0.952333416521088,0.8496993987975952
1.1345,4091,4531,3874,0.9469567342947934,0.8549988964908408
1.1475,3824,4249,3604,0.9424686192468619,0.8481995763709108
1.1605,3562,3986,3377,0.9480628860190904,0.847215253386854
1.1735000000000002,3529,3890,3289,0.9319920657410031,0.8455012853470437
1.1865,3324,3644,3070,0.9235860409145608,0.8424807903402854
1.1995,3224,3502,2941,0.9122208436724566,0.8398058252427184
1.2125,3021,3215,2673,0.8848063555114201,0.8314152410575427
1.2255000000000003,2956,3080,2550,0.8626522327469553,0.827922077922078
1.2385000000000002,2824,2866,2363,0.8367563739376771,0.8244940683879972
1.2515,2726,2707,2229,0.8176815847395451,0.8234207609900258
1.2645,2545,2539,2054,0.8070726915520628,0.8089799133517133
1.2775000000000003,2423,2483,1998,0.824597606273215,0.8046717680225534
1.2905000000000002,2378,2492,2005,0.8431455004205215,0.8045746388443018
1.3035,2377,2627,2101,0.8838872528397139,0.799771602588504
1.3165,2206,2428,1952,0.8848594741613781,0.8039538714991763
1.3295,2152,2350,1857,0.8629182156133829,0.7902127659574468
1.3425000000000002,2091,2208,1778,0.850310856049737,0.8052536231884058
1.3555000000000001,2014,2096,1659,0.823733862959285,0.7915076335877863
1.3685,1809,1771,1333,0.7368711995577667,0.7526821005081875
1.3815,1795,1680,1257,0.7002785515320334,0.7482142857142857
1.3945000000000003,1788,1626,1219,0.6817673378076062,0.7496924969249692
1.4075000000000002,1658,1537,1186,0.715319662243667,0.7716330513988289
1.4205,1618,1484,1126,0.695920889987639,0.7587601078167115
1.4335,1518,1333,998,0.6574440052700923,0.7486871717929482
1.4465000000000001,1486,1314,974,0.6554508748317631,0.741248097412481
1.4595000000000002,1413,1215,881,0.6234961075725407,0.7251028806584362
