momentum,dedx_mean,dedx_sigma
0.40650000000000003,127.10856483076806,21.56068266002904
0.41950000000000004,127.65852597753519,21.559386118521793
0.43250000000000005,128.20650865934874,21.558346124035513
0.4455,128.75221066241528,21.557529689992844
0.4585,129.29533789993562,21.556906623959573
0.47150000000000003,129.83560483668936,21.556449436487856
0.48450000000000004,130.3727348977207,21.55613324145312
0.49750000000000005,130.90646086004602,21.55593564897849
0.5105,131.43652522672255,21.555836652029246
0.5235000000000001,131.96268058237854,21.55581850774548
0.5365,132.48468992937393,21.555865614559234
0.5495000000000001,133.00232700400804,21.55596438611763
0.5625,133.51537657185776,21.556103122999378
0.5755000000000001,134.02363470183653,21.556271883181726
0.5885,134.52690901803078,21.556462352167046
0.6015,135.0250189291044,21.55666771364199
0.6145,135.51779583447913,21.556882521489523
0.6275,136.0050833068635,21.557102573924915
0.6405000000000001,136.48673725080414,21.557324790475406
0.6535,136.96262603679506,21.557547092461114
0.6665000000000001,137.43263061053807,21.557768287585898
0.6795,137.89664457731936,21.557987959177478
0.6925000000000001,138.35457426100825,21.558206360562142
0.7055,138.80633873764424,21.558424314992244
0.7185000000000001,139.25186984360292,21.558643121487435
0.7315,139.6911121579674,21.558864466881406
0.7445,140.12402295953083,21.55909034430858
0.7575000000000001,140.55057215802964,21.559322978303072
0.7705000000000001,140.97074220017046,21.559564756617124
0.7835000000000001,141.38452795020746,21.55981816881351
0.7965,141.79193654560035,21.56008575162392
0.8095000000000001,142.19298722788292,21.560370041013126
0.8225,142.58771114906796,21.56067353083586
0.8355000000000001,142.9761511540766,21.560998637923138
0.8485,143.35836153956615,21.561347673389076
0.8615,143.7344077896136,21.561722819907516
0.8745,144.10436628894993,21.562126114664945
0.8875000000000001,144.46832401414656,21.562559437668156
0.9005000000000001,144.8263782036098,21.56302450504649
0.9135,145.1786360068859,21.563522866967254
0.9265000000000001,145.52521411422222,21.564055909758693
0.9395,145.86623836698072,21.564624861817144
0.9525000000000001,146.2018433498751,21.56523080286318
0.9655,146.53217196587565,21.56587467609901
0.9785000000000001,146.85737499464165,21.56655730282054
0.9915,147.17761063554323,21.567279399032596
1.0045000000000002,147.4930440361369,21.568041593621093
1.0175,147.80384680721755,21.56884444764697
1.0305,148.11019652546082,21.569688474332033
1.0434999999999999,148.41227622474076,21.570574159331468
1.0565000000000002,148.71027387723046,21.571501980896674
1.0695000000000001,149.00438186542166,21.572472429563042
1.0825,149.2947964462146,21.57348602701441
1.0955,149.58171720826624,21.57454334380992
1.1085000000000003,149.86534652375508,21.575645015682717
1.1215000000000002,150.14588899576367,21.57679175815513
1.1345,150.42355090253562,21.57798437924641
1.1475,150.698539639772,21.579223790082228
1.1605,150.97106316217904,21.58051101325263
1.1735000000000002,151.24132942554925,21.581847188796964
1.1865,151.50954583056716,21.58323357773393
1.1995,151.77591866949714,21.584671563086648
1.2125,152.04065257709445,21.586162648390857
1.2255000000000003,152.30394998676041,21.58770845370662
1.2385000000000002,152.5660105933415,21.589310709187945
1.2515,152.82703082350497,21.59097124629801
1.2645,153.08720331507337,21.592691986785272
1.2775000000000003,153.34671640623174,21.594474929568875
1.2905000000000002,153.605753635932,21.596322135703986
1.3035,153.86449325634916,21.59823571162672
1.3165,154.1231077586529,21.600217790897258
1.3295,154.38176341292646,21.60227051468275
1.3425000000000002,154.64061982337478,21.60439601123666
1.3555000000000001,154.89982949966165,21.606596374647115
1.3685,155.15953744534787,21.608873643139344
1.3815,155.41988076425358,21.611229777225915
1.3945000000000003,155.680988285644,21.613666638004528
1.4075000000000002,155.94298020895545,21.61618596590846
1.4205,156.20596776880723,21.61878936021369
1.4335,156.47005292105172,21.621478259607844
1.4465000000000001,156.73532805042765,21.624253924116665
1.4595000000000002,157.00187570046884,21.627117418683923
1.4725000000000001,157.26976832615023,21.63006959868424
1.4855,157.53906806981576,21.633111097640064
1.4985000000000002,157.80982656080144,21.636242317401074
